Kaustubh Nair,Mapknitter Rails upgrade,Organization: Public Lab
Álax Alves,Mapknitter Rails Upgrade,Organization: Public Lab
Vidit Chitkara,Mapknitter synchronous editing,Organization: Public Lab
Fenil Mehta,MapMint - porting from Python 2.x to Python 3.x,Organization: OSGeo
Mateusz Mandera,Mateusz Mandera - various backend work,Organization: Zulip Open Source Project
Eisha Chen-yen-su,Matrix Visualisations,Organization: Matrix.org
Akshath Singhal,MAVProxy GUI and module development,Organization: Ardupilot.org
Lakshya A Agrawal,Maxima to Python Translator,Organization: INCF
Kumar_Saurabh,Meta-Data Upload Interface,Organization: PEcAn Project
Mayant Mukul,Metal Renegades - Multiplayer Implementation,Organization: The Terasology Foundation
AndyTechGuy,Metal Renegades: Initial World Implementation,Organization: The Terasology Foundation
Pranav Tharoor,MiCM Project Match,Organization: Canadian Center for Computational Genomics
Zach Zheng,Microarchitectural enhancement of Ariane,Organization: Free and Open Source Silicon Foundation
PRASHANT KHANDELWAL,Mifos Mobile - Android App Version 4.0,Organization: The Mifos Initiative
abhaychawla,Mifos X Web App Angular 6 Rewrite,Organization: The Mifos Initiative
Jivjyot Singh,Mifos X Web App Angular 6 Rewrite,Organization: The Mifos Initiative
Abhijit Ramesh,mifos-mobile-cn,Organization: The Mifos Initiative
Anshul Singh,Mifos/Fineract Chatbot &amp; Adapter 2.0,Organization: The Mifos Initiative
Prabodh Kotasthane,Migrate RESTful web services from Struts to Spring,Organization: InterMine
Shivesh Khaitan,Migrating Gazebo plugins to ROS2,Organization: Open Source Robotics Foundation
Nikhil Khedekar,Migration of drone excercises to ROS,Organization: JdeRobot - Universidad Rey Juan Carlos
Pankhuri Vanjani,Migration of JDEROBOT tools to ROS2,Organization: JdeRobot - Universidad Rey Juan Carlos
Ander Juaristi Alamos,Missing feature implementation in nftables,Organization: Netfilter project
Jaromír Wysoglad,Mission Supernova 2 engine,Organization: ScummVM
Anveshan Lal,Mission Support System : Updating Geographical Plotting Routines,Organization: Python Software Foundation
Shivashis Padhi,Mission Support System: Collaborative editing of flight path in real-time,Organization: Python Software Foundation
Sreenik Seal,mlpack-Tensorflow Translator,Organization: mlpack
Stefan Appelhoff,MNE-Python: Automatic processing of neurophysiology datasets organized using the Brain Imaging Data Structure (BIDS),Organization: Python Software Foundation
Dirk Gütlin,MNE-Python: Improve Time Frequency Analysis in Source Space,Organization: Python Software Foundation
Udesh Kumarasignhe,Mobile App for LabelLab,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Shivansh Tiwari,Mobile Wallet - Android App Version 3.0,Organization: The Mifos Initiative
Aleksandra Teska,Model Fitting,Organization: INCF
David Nagy,Model Visualization for App4MC,Organization: The Eclipse Foundation
Stefan Dvoretskii,Modeling Neural Development with Braitenberg Vehicles,Organization: INCF
Robert Gordon,Modernize VLC-iOS UI and UX designs,Organization: VideoLAN
Ashar Khan,Modifying (Smart) Expression Templates,Organization: Boost C++
"Tejas ""majordwarf"" Tank",Module Showcase Website!,Organization: The Terasology Foundation
Himanshu Sahu,Molr - Operational,Organization: CERN-HSF
Luofeng Liao,MoMA - Modern Multivariate Analysis in R,Organization: R project for statistical computing
Pujan Mehta,Monitoring DIRAC Components,Organization: CERN-HSF
Vasily Alferov,More graph algorithms for Alga,Organization: Haskell.Org
Naruki Yoshikawa,More Improved Coordinate Generation for Open Babel: Combining Fragment-based Method and Distance Geometry,Organization: Open Chemistry
DestinyGamer,Motion Matching Implementation Using Kd trees,Organization: Godot Engine
Parichay Barpanda,Multi-branch Pipeline support for Gitlab,Organization: Jenkins project
Shahriyar Mammadov,Multi-mesh performance benchmark tool,Organization: Cloud Native Computing Foundation (CNCF)
E. P. Hackett,Multi-modal Annotation Tool,Organization: FrameNet Brasil at the Federal University of Juiz de Fora
Dwaraknath Gnaneshwar,Multilingual Neural RDF Verbalizer for DBpedia,Organization: DBpedia
Sasi Kiran Bhimavarapu,Multimodal Show Segmentation,Organization: Red Hen Lab
Sagar Sagar,Multiple Layer Annotations Querying,Organization: Cuneiform Digital Library Initiative (CDLI)
abdelhakeem,Multiprocessing Feature,Organization: Neovim
Vansika Pareek,Music recommendation system: Collaborative filtering using Apache Spark,Organization: MetaBrainz Foundation Inc
Ayushk4,Named Entity Recognition and Part-of-Speech APIs and models,Organization: The Julia Language
Avakash Bhat,NDN Redefining MailSync,Organization: Named Data Networking Project
Swayamjeet swain,Nested Timelines/Projects,Organization: Pitivi
KuTuGu,NetjsongraphJS: based on canvas and geographic data,Organization: OpenWISP
Diparth Shah,NetLogo Compiler: Implementing Peephole Optimizations,Organization: The Center for Connected Learning and Computer-Based Modeling
Ravneet Punia,Neural Machine Translation for Sumerian and English,Organization: Cuneiform Digital Library Initiative (CDLI)
Akshaj Verma,Neural Network Package Validation 1,Organization: R project for statistical computing
Salsabila Mahdi,Neural Network Package Validation 2,Organization: R project for statistical computing
Rahul Ganesh Prabhu,NeuroEvolution of Augmenting Topologies &amp; Multi-Objective Optimization,Organization: mlpack
Nikhil Ghodke,New Build System for InSilico,Organization: National Resource for Network Biology (NRNB)
Smiljana Knezev,New Collections for Pharo,Organization: Pharo Consortium
Paul Ouellette,New command line argument handling and auto-completion for LuaRocks,Organization: LuaRocks
José Manuel Agúndez,New examples and scenarios for swarm robotics in RoboComp,Organization: RoboComp
Yoshiaki Nishimura,New features for Kapitan,Organization: Kapitan
Nitish Bahl,New frontend template: Page-builder,Organization: Joomla
Marton Zeisler,New iOS App Features,Organization: Amahi
Mauro Carlevaro,New rules for the Topology Framework in gvSIG Desktop,Organization: OSGeo
Eric Monné Mesalles,New tools for the liquid galaxy,Organization: Liquid Galaxy project
Akshat Karani,Next Generation Action System.,Organization: coala
Dayne Guerra Calle,Next Generation Unit Testing,Organization: Pharo Consortium
Rituka Patwal,Nextcloud Integration on Plasma Mobile,Organization: KDE Community
Hanliang Zhang,NFix,Organization: The Java Pathfinder Team
Rohan Sharma,Nigeria TeleMedicine App,Organization: OpenMRS
Nikhil Pinnaparaju,NLP Library for Pharo,Organization: Pharo Consortium
Rishabh Singh,NodeCloud Provider Implementation - DigitalOcean &amp; AliCloud,Organization: SCoRe Lab (Sustainable Computing Research Lab)
glamountain,Nonlinear State Estimation for Carrier Synchronization in GNSS-SDR,Organization: GNSS-SDR
Alfonso,Novel Applications of Zstandard (ZSTD) compression algorithm to ROOT,Organization: CERN-HSF
Taofeng(Tommy) Li,Nuitka support for PyPI top 50,Organization: Python Software Foundation
Batakrishna Sahu,Nuitka: All Python built-ins optimized for Nuitka,Organization: Python Software Foundation
the1derer,Nullness Checker Case Study on Bazel Build tool,Organization: Checker Framework
jlut,NVDEC hardware acceleration support,Organization: VideoLAN
Graham,Object-relational Mapping Migration,Organization: The Apache Software Foundation
Demezhan Marikov,Observatory Dependency Decoupling,Organization: Project PANOPTES
Andrew Cvekl,OncoKB Analysis in Study View,Organization: cBioPortal for Cancer Genomics
Akshay Kumar,One step closer to version 1.0,Organization: KDE Community
CajetanRodrigues,Online Banking App 3.0,Organization: The Mifos Initiative
Aymen Naghmouchi,OpenAPI V3,Organization: Developers Italia
MANISH AGRAWAL,OpenCl Accelerated FDTD Solver for gprMax,Organization: gprMax
Konstantinos Andrianos,OpenGL back-end for RetroPlayer’s shaders,Organization: Kodi Foundation
withan,OpenIoE - Implement authentication for message broker and rest API for OpenIOE,Organization: SCoRe Lab (Sustainable Computing Research Lab)
dande9304,OpenIoE - Implement User Interface for OpenIoE,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Deepak Prasad,OpenMRS Android Client Project 2.7+,Organization: OpenMRS
Sai Sandeep,OpenMRS Atlas 3.1 Project,Organization: OpenMRS
tchaddad,OpenStreetMap - Implement Add Wikidata to Nominatim,Organization: OpenStreetMap
Sudhanshu Gautam,OpenWrt Firmware Wizard,Organization: freifunk
Vinamra Bhatia,Operating System Fuzzing With a Hypervisor: OSFuzz,Organization: The Honeynet Project
Ajinkya Rajput,Operating-system fuzzing with a hypervisor,Organization: The Honeynet Project
Rishabh Chaudhary,Opportunistic IPsec development using LetsEncrypt,Organization: The Libreswan Project
Lucas Ventura,Optimal Frame Synchronization Detection,Organization: GNSS-SDR
Anuraag Srivastava,Optimal partitioning algorithm for changepoint detection,Organization: R project for statistical computing
Ishan Rai,Optimisation of the Ganga toolkit in terms of memory consumption and persistent storage.,Organization: CERN-HSF
Fahrican Koşar,Optimization of VPR File Formats,Organization: SymbiFlow
Junhyung Ki,Optimizing Heterogeneous Systems through Quality Evaluation (Eclipse APP4MC Topic 5: CPU-GPU Response Time and Mapping Analysis),Organization: The Eclipse Foundation
Dubey Abhishek,Optimizing the pre-dump algorithm,Organization: CRIU (Checkpoint/Restore in User-space)
Vidhan Arya,OrbitDeterminator: Community Observation Input of Many Station Locations,Organization: AerospaceResearch.net
Rakshit Bhatt,OrbitDeterminator: Community Observation Input of many station locations.,Organization: AerospaceResearch.net
Abhishek Singh,OrcaCNN: Detecting and Classifying Killer Whales from Acoustic Data,Organization: Earth Science Information Partners
Demetri Pananos,Ordinary Differential Equations,Organization: NumFOCUS
Divyanshu Sharma,Origin Essentialism (Computational Metaphysics),Organization: AOSSIE - Australian Open Source Software Innovation and Education
Nathan Craddock,Outliner Improvements,Organization: Blender Foundation
Devid Farinelli,Output Reporter,Organization: webpack
DHIREN DEVINDER SERAI,OWASP Honeypot GSOC 2019,Organization: OWASP Foundation
Arpit Agrawal,OWASP Juice Shop: Feature Pack 2019,Organization: OWASP Foundation
Mohit Sharma,OWASP OWTF-Web Interface Enhancements,Organization: OWASP Foundation
Azhar Ahamed,OWASP Risk Assessment Framework,Organization: OWASP Foundation
Junfan Huang,OWASP Seraphimdroid,Organization: OWASP Foundation
HemantJ,OWASP SKF – Enhancing user experience on chatbots,Organization: OWASP Foundation
Oskar Garcia,P5 Math in Motion,Organization: The Processing Foundation
Alexandra Cheng,P5 Math in Motion,Organization: The Processing Foundation
Jiwon Shin,p5.serial library update,Organization: The Processing Foundation
L05,p5.touchgui,Organization: The Processing Foundation
utkarsh2102,Package Loomio for Debian,Organization: Debian
Akash Ravi,Package manager for Jupyter Notebook / SWAN,Organization: CERN-HSF
AyushJain0402,Packaging  and Docker Image Creation,Organization: AboutCode.org
FancyFranci,PageBuilder for Joomla 4.0,Organization: Joomla
Anand H,Palette Accessibility,Organization: MuseScore
Christopher He,Panda3D: Adding Features to the Collision Detection System,Organization: Python Software Foundation
Donny Lawrence,Panda3D: iOS Support,Organization: Python Software Foundation
Yawei Ge,Parallel Coordinate Plots in ggplot2,Organization: R project for statistical computing
Manish Thakur,Parallel implementation of Java Pathfinder Project,Organization: The Java Pathfinder Team
Giuliano Belinassi,Parallelize GCC with Threads,Organization: GNU Compiler Collection
Rishav Rakshit,Patient Flags Module OWA,Organization: OpenMRS
Rushikesh Chaudhari,Patient Search Criteria,Organization: OpenMRS
Miroslav Foltýn,PCP PMDA Agent for StatsD in C,Organization: Performance Co-Pilot
Aditya Aggarwal,People identification component for the EBO educational robot,Organization: RoboComp
jasmaa,Perception - Early Image Processing Operations,Organization: aimacode
Kanav Gupta,Performance Enhancements and General Fixes,Organization: The Julia Language
Favour Kelvin,Performance in musicblocks,Organization: Sugar Labs
Joel Dale Schüller,Perl 6 - Documentation Tooling Revamp: p6doc,Organization: The Perl Foundation
Yosry Ahmed,pgAdmin 4 Query Tool Automatic Mode Detection and Enhancements,Organization: PostgreSQL
Ahmad Satryaji Aulia,Phase Out Xcode Dependency,Organization: MacPorts
Millan Castro,Pitivi: Timeline Interval System,Organization: Pitivi
Nidhi Kumari,Platform React JS Migration,Organization: Digital Impact Alliance
Alok Kumar Singh,Plone :-  GatsbyJs Preview for plone,Organization: Python Software Foundation
Karan Pratap Singh,Plone: Guillotina API Evolution,Organization: Python Software Foundation
Amol Grover,Plugin for Jetbrains IDEs,Organization: coala
Victor Ma,Plugin Programming Guide with Examples,Organization: syslog-ng
Natasha Stopa,Plugins Installation Manager CLI Tool/Library,Organization: Jenkins project
Vidit Jain,PLUTO DSL in Python,Organization: Libre Space Foundation
Afrin Jaman,PMDK based Persistent Memory Service for Mnemonic,Organization: The Apache Software Foundation
AselPeiris,PocketCode Demo Game Project,Organization: Catrobat
Madhur Garg,Poezio: Infinite scrolling using MAM and General Improvement,Organization: XMPP Standards Foundation (XSF)
Stefanos Dimos,Polari - Preview Links,Organization: GNOME
Feverfew,Polishing KIOFuse,Organization: KDE Community
Kanishk Kakar,Polishing Zulip (Electron),Organization: Zulip Open Source Project
Md. Faizullah Khan,Poor man's Recognition,Organization: CCExtractor Development
pymit,Poor Man's Rekognition,Organization: CCExtractor Development
thelastpolaris,Poor Man's Rekognition,Organization: CCExtractor Development
buoyantbird,Poor Man's Rekognition,Organization: CCExtractor Development
Sarfaraz Iraqui,Poor Man's Rekognition,Organization: CCExtractor Development
Jayjeet Chakraborty,Popper 2.0,Organization: Center for Research in Open Source Software at UC Santa Cruz
Mohd Arshul Mansoori,Popper Actions Library &amp; Example Workflows,Organization: Center for Research in Open Source Software at UC Santa Cruz
Barbaragd,Popper library and REANA workflow engine,Organization: Center for Research in Open Source Software at UC Santa Cruz
SHUBHAM.,Port Authentication to Polkit-qt,Organization: KDE Community
sh_zam,Port Krita to Android,Organization: KDE Community
Spyridon Stravoravdis,Port Qt Quick Controls Calendar widget to Qt Quick Controls 2 module,Organization: Open Technologies Aliance - GFOSS
Abhishek_Kumar,Port Scancode to Python 3,Organization: AboutCode.org
Aniket Mathur,Port to Python 3.,Organization: Sugar Labs
hellozee,Porting Magnetic Lasso to Krita,Organization: KDE Community
Saurav Prakash,Porting NetBSD to HummingBoard Pulse,Organization: The NetBSD Foundation
ndip007,Porting the SPDX libraries to JavaScript/Node,Organization: SPDX (Software Product Data Exchange)
Rajagopalan-Gangadharan,Porting WebKit2 to Haiku,Organization: Haiku
Naveen Narayanan,Porting WINE to amd64 architecture on NetBSD,Organization: The NetBSD Foundation
VARoDeK,POSIX Compliance,Organization: RTEMS Project
xiaohong ji,PPO(Proximal Policy Optimization),Organization: mlpack
Stephen Agyemang,Practical Path Guiding,Organization: appleseedhq
Yajing Bian,Predicate Detection using Word Embeddings for Question Answering over Linked Data,Organization: DBpedia
Yujia Xie,PRIMAL: An R Package for Linear Programming-based Sparse Learning Methods in High Dimensions,Organization: R project for statistical computing
Syam Sundar K,Processing Language Server : Processing,Organization: The Processing Foundation
Ruslan Yermakov,Producing publication-ready brain network analysis results and visualisations from the command line,Organization: INCF
Jaideep Seth,Project 16.1: P2P File Sharing framework for PyOpenWorm.,Organization: INCF
Shekhar Sharma,Project for developing automated tests and other new features for nftables,Organization: Netfilter project
Amartya Mondal,Project Proposal for SUSI.AI Android Client and Smart Speaker,Organization: FOSSASIA
wenyu yang,Project Proposal Translator from ggplot2 to Vega Lite,Organization: R project for statistical computing
Simone L.,Project: 4.3 The Virtual Brain (TVB) Demo Packages for clinical case studies reports,Organization: INCF
Evgeny Sorokin,Project: neo4j integration,Organization: Open Chemistry
Zhiqi WANG,Prometheus - Optimize queries using regex matchers for set lookups &amp; Postings compression,Organization: Cloud Native Computing Foundation (CNCF)
Kostas Dermentzis,Property-based testing stateful programs using quickcheck-state-machine,Organization: Haskell.Org
Hasan Öztürk,Proposal for Atlas Experiment - Hasan Öztürk,Organization: CERN-HSF
Yuanli Wang,Proposal for Auto-tune RocksDB,Organization: Cloud Native Computing Foundation (CNCF)
Sanket Singh,Proposal For Berkman Klein Center For Internet And Society - Question Tool,Organization: Berkman Klein Center for Internet and Society
Ruihang Xia,Proposal for GSoC 2019 - Implement EXCEPT ALL and INTERSECT ALL operations,Organization: MariaDB Foundation
Marcelo Schmitt,Proposal for GSoC 2019 IIO Driver: AD7292,Organization: The Linux Foundation
Shubham Sangamnerkar,Proposal for Integration of perma.cc with Lumendatabase,Organization: Berkman Klein Center for Internet and Society
Shrey Aryan,Proposal for the Implementation of an HDF5 IO Layer for PODIO,Organization: CERN-HSF
Vanshika Arora,Proposal for Wikimedia Commons,Organization: Wikimedia Foundation
João Duarte,Prosody Plugin Installer,Organization: XMPP Standards Foundation (XSF)
Pratim Ugale,PRU User Space API,Organization: BeagleBoard.org
humble_D,PSLab - Desktop App,Organization: FOSSASIA
Neel Trivedi,PSLab Android,Organization: FOSSASIA
Ashish Singh,PT_Assistant plugin,Organization: OpenStreetMap
Zubin Duggal,Putting hie Files to Good Use,Organization: Haskell.Org
Srinivasan Vijayraghavan,PyOnBrowser: running Python code on a Web Browser,Organization: JdeRobot - Universidad Rey Juan Carlos
Bruce Yang,Python algorithm migration,Organization: aimacode
vaydheesh,Python API/library for Apertium,Organization: Apertium
Sando,Python Argentina -PyAfipWS 	/	Continuous Integration &amp; Deployment &amp; Fixes with python,Organization: Python Software Foundation
Sneha Sinha,Python Components for the SIMPLE Grid Framework,Organization: CERN-HSF
Sounak Pradhan,Python GSoC: Build a multi-user Blogging Platform with additional features to manage GSoC@PSF,Organization: Python Software Foundation
Mihaela Claudia Diosan,Python library for real time data visualization,Organization: Liquid Galaxy project
Jess Rogers,qaul.net HTTP API,Organization: freifunk
Sangyeon Kim,Quantum Gaussian Mixture Models,Organization: mlpack
Brandon Taylor,Query.jl to SQL translation,Organization: The Julia Language
Fayaz Akhtar,Quickstart Guide for Tungsten Fabric as a Container Network Interface for Kubernetes,Organization: Tungsten Fabric
Boxi Li,QuTiP Project: Noise Models in QIP Module,Organization: NumFOCUS
Juan Cruz Rodriguez,R Code Optimizer,Organization: R project for statistical computing
Marketa Slukova,Rank Metric McEliece Cryptosystem,Organization: SageMath
Billy Yuan,Reactive relational database client,Organization: The Eclipse Foundation
Maksudul Haque(saadmk11),Read the Docs Autobuild Docs for Pull Requests,Organization: Read the Docs
danieldo,Real-time conditions data distribution for the Online data processing of the ALICE experiment,Organization: CERN-HSF
Sasha Illarionov,Reasonable Effectiveness of Mobile Inference: Adaptive Growth of the TensorFlow.js Model Garden,Organization: TensorFlow
Sparsh Agarwal,Reconciling rhythm with pitch in Music Blocks widgets,Organization: Sugar Labs
Aidan Lawford-Wickham,Recording Similarity Index for AcousticBrainz,Organization: MetaBrainz Foundation Inc
Aniket Didolkar,Recurrent Neural Networks for ChainerX,Organization: NumFOCUS
Daniel Swanson,Recursive Transfer,Organization: Apertium
Nakul Warrier,Recursive tree view for gem dependencies,Organization: Ruby
Vinay Vyas,RecyclerView Implementation,Organization: MIT App Inventor
gulshan_kumar,Red Hen Rapid Annotator,Organization: Red Hen Lab
Antonio Gámiz Delgado,Redesign of the Perl 6 Documentation System,Organization: The Perl Foundation
Vaibhav .,Refactor &amp; cleanup CSS and internals of UI components,Organization: Zulip Open Source Project
Chaman Agrawal,Refactor RSK and implement new insertion rules,Organization: SageMath
Kartikeya Gokhale,Refactor UI tests Helper,Organization: Percona
Mohit Kuri,Refactoring and Improving Designer,Organization: phpMyAdmin
Karina Pereira Passos,Refactoring Khipu,Organization: KDE Community
lesderid,Reference-Counted Data Structures for D,Organization: D Programming Language
Isham Mahajan,Refining UX and gaining parity with the webapp.,Organization: Zulip Open Source Project
Tanjong Agbor Smith,Registry for License List Namespaces,Organization: SPDX (Software Product Data Exchange)
Morten Piibeleht,Rejuvenating Documenter,Organization: The Julia Language
Marek Marusin,Release-bot,Organization: Fedora Project
Vishnunarayan K I,Remote Data for SunPy,Organization: Open Astronomy
Nguyen Le Vu Long,Remoting over Apache Kafka with Kubernetes features,Organization: Jenkins project
Madhur Tandon,Renderer Backend for Matplotlib based on HTML5 Canvas APIs,Organization: Mozilla
Dan Printzell,Replace Runtime Hooks with Templates,Organization: D Programming Language
alkisg,Replacement of LTSP,Organization: Open Technologies Aliance - GFOSS
Atharva Lele,Reproducible Builds,Organization: Buildroot
Xiao Han,REST API for Submitty,Organization: Submitty
JUNAID N Z,RESTful API for genomic variation search,Organization: Global Alliance for Genomics and Health
E. Aakash,Restoration 100,Organization: The Terasology Foundation
Chaitanya Tyagi,Result Reporter Tool,Organization: coala
Apoorva Pandey,Retriever Provenance,Organization: NumFOCUS
Saud,RetroShare port web interface to JSON API,Organization: freifunk
Ahmad Bilal,Revamp of CC WordPress Plugin,Organization: Creative Commons
peterbell10,Revamp scipy.fftpack,Organization: Python Software Foundation
Aman Agrawal,Revamped Zulip Terminal,Organization: Zulip Open Source Project
Akhil K Gangadharan,Revamping the Titler Tool,Organization: KDE Community
Shiqi Wu,Review tests and other improvements to the questions framework,Organization: Oppia Foundation
Ravgeet Dhillon,Rework the GTK Website,Organization: GNOME
jfons,Rewriting Godot's lightmapper,Organization: Godot Engine
Elena Barranco,Robocompdsl-gui: a graphical interface for Robocompdsl,Organization: RoboComp
Shubham Singh,Rocket.chat Articles,Organization: Rocket.Chat
Abhyudaya Sharma,Role Strategy Plugin Performance Improvement,Organization: Jenkins project
Vyron Drosos,Round-trip integration between GitHub/GitLab issues and git-issue,Organization: Open Technologies Aliance - GFOSS
Mahmoud Bazzal,RTFParallella (Real Time Framework Parallella),Organization: The Eclipse Foundation
Ruturaj Gujar,Rucio - Exascale Data Management,Organization: CERN-HSF
Jianbo Ma,Run GPU sharing workloads with Kubernetes + Kubeflow,Organization: Cloud Native Computing Foundation (CNCF)
Hou Chen,Running FindSim experiments on cloud servers,Organization: INCF
Panagiotis Repouskos,Sampling Methods for Convex Optimization,Organization: R project for statistical computing
Rong Jie Loo,Sandboxing on Windows,Organization: Bazel
Andrei Lişiţă,Saved States Manager for GNOME Games,Organization: GNOME
Saurabh kumar,Scan2.0 and Writing Unittests for OWASP-Defectdojo,Organization: OWASP Foundation
Apoorva Manjunath,SCoRe - Dunner,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Supreeth S Karan,Scorecard for Credit Risk Assessment,Organization: The Mifos Initiative
Anubhav Dinesh Patel,Scrapy : Support for different robots.txt parsers,Organization: Python Software Foundation
Leonardo Rodrigues,Scrapy/Spidermon: Create a CLI to setup spidermon on projects,Organization: Python Software Foundation
vipulgupta2048,Scrapy: Integrate Cerberus,Organization: Python Software Foundation
Bhaskar Gupta,Script Engine Integration for Elytron,Organization: JBoss Community
Vaibhav (dojutsu-user),Search Update &amp; In-Doc Search UI,Organization: Read the Docs
Rachel Lim,Searching and Grouping Sketches,Organization: The Processing Foundation
Divyansh Kamboj,SECCOMP profile generation tool for Podman,Organization: Fedora Project
AndrewC1998,Second Order Structure in the Changepoint Package,Organization: R project for statistical computing
Tushar Aggarwal,Security Enhancements to Bindaas Data Integration Middleware,Organization: Biomedical Informatics
Xumeng Chen,Semantic Art from Big Data,Organization: Red Hen Lab
Vinay Varma Nadimpalli,Semantic Image Processing for  Developmental Data Science.,Organization: INCF
Isha Gupta,Sensor Data Upload and Display Library,Organization: Public Lab
Andres Algaba,sentometrics,Organization: R project for statistical computing
Yash Mehrotra,Senz Admin Panel,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Theron Tarigo,Separation of Ports Build Process from Local Installation,Organization: FreeBSD
Aditya Bhardwaj-1,Service Accounts,Organization: Rocket.Chat
Aman Sharma,Service for publishing Vega and Vega-Lite visualizations,Organization: The Vega Project at the University of Washington
Tarun Reddy,Service Mesh Interface Metrics,Organization: Linkerd
Qincheng Lu,sgdnet: efficient regularized GLMs for big data,Organization: R project for statistical computing
Djorkaeff,Share Extension for React Native Client.,Organization: Rocket.Chat
Singh Rohan,Shifting Bassa codebase from Angular to React using Webpack,Organization: SCoRe Lab (Sustainable Computing Research Lab)
Arpit Bharti,Ship Public Suffix List (PSL) over Remote Settings,Organization: Mozilla
Micky C,Signal Scopes for intermediate waveform,Organization: ZynAddSubFX
Pradeep Kumar S,SIMT to SPMD Translation,Organization: CERN-HSF
Shinjan Mitra,Simulating bob_robotics models using Gazebo,Organization: INCF
Robin Simonot,Simulator for Systems Biology,Organization: National Resource for Network Biology (NRNB)
Gustavo Morais,Smart Agents and Hydra APIs  - Dynamic Demo,Organization: Hydra Ecosystem
Rajat Gupta.,SNARE/TANNER: Improvements,Organization: The Honeynet Project
Kalpit Kothari,Software Heritage - Web UI Improvements - kalpitk,Organization: Software Heritage
Jogi Miglani,Solvers: Extending solveset,Organization: SymPy
Shreyansh Shrivastava,SpamAssassin : Statistical Classifier Plugin,Organization: The Apache Software Foundation
Doori Rose,Spark and Parquet Backend for cBioPortal Web API,Organization: cBioPortal for Cancer Genomics
Vivek_Kumar,Spasht Agent,Organization: FOSSology Project
Ekong Obie Philip,SPDX Document Generator for projects using SPDXIDs,Organization: SPDX (Software Product Data Exchange)
Nitish Sharma,SPDX Specification in PDF and HTML,Organization: SPDX (Software Product Data Exchange)
Rouhiyyeh,SPDX Specification in PDF and HTML,Organization: SPDX (Software Product Data Exchange)
Shreya .,Speaker Adapted ASR Pipeline,Organization: Red Hen Lab
PreeJackie,Speculative compilation in LLVM ORC - Just in time APIs,Organization: LLVM Compiler Infrastructure
SHAHEEN A KADER,Speech Recognition for Indian English &amp; Hindi,Organization: Red Hen Lab
Tanmay Sachan,Speed up Xapian's testsuite,Organization: Xapian Search Engine Library
Guilherme Borges,SSH Proxy for Cowrie,Organization: The Honeynet Project
Harsh Gupta,Stabilize and release ODK 2 Push Notifications,Organization: Open Data Kit
Alex Stamm,Stabilize Processing Video with GStreamer 1.x,Organization: The Processing Foundation
Vedhant Agarwal,Stabilizing and improving p5.xr during Alpha release,Organization: The Processing Foundation
Madiyar Makhanov,Starcross,Organization: AOSSIE - Australian Open Source Software Innovation and Education
Marwan Tammam,Starlark language,Organization: Bazel
Apostolos Chalkis,State-of-the-art geometric random walks in R,Organization: R project for statistical computing
Suhas Prasanna,Static Analyzer for GDScript,Organization: Godot Engine
Ndubuisi Onyemenam,Static Code Analysis Integration and PHPUnit code coverage report Improvements for CiviCRM,Organization: CiviCRM
James John James,Static Serving,Organization: Oppia Foundation
DEVANSHU AGARWAL,Statistical analysis,Organization: KDE Community
Alberto Andújar,Storage of the graph-based world representation used in RoboComp,Organization: RoboComp
Yizheng Huang,Strategy to Increase Devices Supported and Validate Application Behavior,Organization: Open Data Kit
Jeffin Sam,String Processing Utilities,Organization: mlpack
Vatsalya Chaubey,Sunkit-Image,Organization: Open Astronomy
achie27,Super Resolution image from low resolution image,Organization: Intel Media And Audio For Linux
Zhenye Wu,Support creating Windows packages for ROS2 in Bloom,Organization: Open Source Robotics Foundation
Jan Bobek,Support for AVX within TCG,Organization: QEMU
Yuvaraj Anbarasan,Support gradle for jpf-core and extensions.,Organization: The Java Pathfinder Team
Rajkumar Meghpara,Support importing Instruments profiles in perf.html,Organization: Mozilla
Rui (Ray) Guo,Support Kafka metrics in Linkerd,Organization: Linkerd
Zhiyuan Gao,Support Nemo Executor on AWS Lambda,Organization: The Apache Software Foundation
Nishchith K Shetty,Support of Source Code Related Metrics,Organization: CHAOSS
An Xiao,Support Source IP Based Query Block/Allow in CoreDNS,Organization: Cloud Native Computing Foundation (CNCF)
PRAJWAL M,Support TOML as a configuration format,Organization: coala
yashrsharma44,Supporting APE14 in NDCube,Organization: Open Astronomy
alok kumar,SUSI Smart Speaker enhancement,Organization: FOSSASIA
Kang Breder Mbulle,Swagger Documentation for Fineract APIs,Organization: The Apache Software Foundation
Joseph Willard,Symbolic PyMC and PyMC4 Integration,Organization: NumFOCUS
Chris Wang,Synchronizing Lyrics to Audio with Syllable Nuclei Detection,Organization: CCExtractor Development
Vani Singh,Task distribution logic for GA4GH Cloud APIs,Organization: Global Alliance for Genomics and Health
Apoorva Bhargava,TCP Testing and Alignment,Organization: The ns-3 Network Simulator Project
rillian,TEI Export for the CDLI Corpus,Organization: Cuneiform Digital Library Initiative (CDLI)
Recep Ahmet SARITEKIN,TensorFlow Datasets - Implement new features in TFDS for users and developers,Organization: TensorFlow
Adrish Dey,TensorFlow Hub Module Creation and Support for TensorFlow.js,Organization: TensorFlow
